short_name,skip_score,location_city,cussine_list
sen vietnamese kitchen,90,Calgary,"Vietnamese, Chinese"
seoul korean bbq,96,Calgary,"Korean, Chinese"
serious pizza,74,Calgary,"Fast Food, Pub Food"
sesame,97,Calgary,Chinese
shack poutine,88,Calgary,Fast Food
shahi flavours,93,Calgary,Indian
shahi masala paan,80,Calgary,"Fast Food, Indian"
shalimar paan and chatkhara house,87,Calgary,Indian
shanghai classic restaurant,82,Calgary,Chinese
shangri-la palace,80,Calgary,"Indian, Chinese"
shark club,93,Calgary,Pub Food
sharma sweets restaurant,73,Calgary,Indian
shawarma and falafel city,95,Calgary,"Middle Eastern, Mediterranean"
shawarma and kebob house,93,Calgary,Middle Eastern
shawarma ave,95,Calgary,Middle Eastern
shawarma barlow,91,Calgary,Middle Eastern
shawarma corner,98,Calgary,Mediterranean
shawarma empire,80,Calgary,"Middle Eastern, Indian"
shawarma grill and meat shop,78,Calgary,Middle Eastern
shawarma house,90,Calgary,Middle Eastern
shawarma king,67,Calgary,Mediterranean
shawarma king calgary,76,Calgary,Fast Food
shawarma knight,75,Calgary,"Middle Eastern, Mediterranean"
shawarma passion by shawarma palace,89,Calgary,"Fast Food, Mexican"
shawarma pizza zone,72,Calgary,"Fast Food, Middle Eastern"
shawarma station,80,Calgary,"Fast Food, Pub Food, Middle Eastern, Mediterranean"
shawarma station - just eat,75,Calgary,"Fast Food, Middle Eastern, Mediterranean"
shawarmoes sandwiches & cocktails,80,Calgary,Middle Eastern
shawdesi bazaar foods & catering,91,Calgary,Indian
shawnessy pizza & butter chicken house,80,Calgary,Indian
shawnessy vietnamese restaurant,98,Calgary,Vietnamese
shell,74,Calgary,Convenience
shem's,80,Calgary,Mediterranean
shibuya izakaya,97,Calgary,Japanese
shigatsu fusion japanese lounge,80,Calgary,Japanese
shijo sushi,80,Calgary,"Japanese, Chinese"
shiki menya,90,Calgary,Japanese
shillelagh's pub,80,Calgary,Pub Food
shiraz persian cuisine,80,Calgary,Pub Food
sho sushi bar & kitchen,88,Calgary,Japanese
shogun grill,75,Calgary,Thai
shokudo restaurant and lounge,80,Calgary,Japanese
shokunin,90,Calgary,Japanese
si foods - supreme dosa,84,Calgary,Indian
sichani's mediterranean,80,Calgary,Mediterranean
side street pub & grill,95,Calgary,"Pub Food, Indian"
side street pub & grill - just eat,75,Calgary,"Pub Food, Indian"
signature palace,87,Calgary,Fast Food
silina's mediterranean,75,Calgary,Mediterranean
silver city,99,Calgary,Chinese
silver point pub & eatery,96,Calgary,"Fast Food, Pub Food"
simmer hong,93,Calgary,Chinese
simply irie caribbean cuisine,94,Calgary,Caribbean
sinbad shawarma,75,Calgary,Indian
singapore sam's,96,Calgary,Chinese
singapore sam's late night,80,Calgary,Chinese
singapore sam's vegetarian & gluten-free,90,Calgary,Chinese
singh's tiffin,80,Calgary,Indian
siomai queen,100,Calgary,Filipino
sizzlin' suteki,80,Calgary,Japanese
sizzling grill,76,Calgary,Indian
skip express lane,95,Calgary,Convenience
skylark restaurant,85,Calgary,Indian
slumdog bar & grill hakka cuisine,80,Calgary,Pub Food
smokehouse n broaster chicken,93,Calgary,Fast Food
smokt,73,Calgary,Fast Food
smooth curry thai cuisine,80,Calgary,Thai
snow fairy,80,Calgary,Korean
snow palace,95,Calgary,Chinese
soban korean bbq,87,Calgary,Korean
sociables taphouse,74,Calgary,Pub Food
sole restaurant,80,Calgary,Korean
soluxe restaurant,80,Calgary,"Fast Food, Chinese"
something more,96,Calgary,"Vietnamese, Chinese"
song viet,80,Calgary,Vietnamese
sophie's pizza,98,Calgary,"Pub Food, Italian"
soul cooking,80,Calgary,Indian
south indian food junction,80,Calgary,Indian
south street burger,91,Calgary,Fast Food
southview vietnamese village,93,Calgary,Vietnamese
spaghetti cafe prairie,80,Calgary,Italian
spice 7,80,Calgary,Indian
spice cafe & lounge,80,Calgary,"Thai, Indian"
spice hut,97,Calgary,Indian
spices east indian take-out,80,Calgary,Indian
spicy amigos,81,Calgary,"Latin American, Mexican"
spicy chef,97,Calgary,"Fast Food, Indian"
spicy delights,80,Calgary,Indian
spicy root restaurant,78,Calgary,Indian
spolumbo's cafe,99,Calgary,Italian
spolumbo's fine foods,95,Calgary,Italian
spot pub & grill,80,Calgary,Pub Food
spring roll chalet,93,Calgary,Vietnamese
spring vietnamese cuisine,100,Calgary,Vietnamese
ss106 aperitivo bar,72,Calgary,Italian
sso yummy,100,Calgary,Korean
ssome,93,Calgary,Korean
state & main,82,Calgary,Pub Food
stavro's on fourth,80,Calgary,"Fast Food, Pub Food"
stonebowl korean cuisine,80,Calgary,Korean
stonegate pub and restaurant,80,Calgary,Pub Food
stonewall pub,94,Calgary,Pub Food
strathos bar & grill,80,Calgary,Pub Food
streats braeside kitchen,92,Calgary,"Fast Food, Latin American, Mexican"
streats legacy,88,Calgary,"Fast Food, Latin American, Mexican"
street tenders chicken tenders,90,Calgary,Fast Food
street wings and flatbread pizza,82,Calgary,"Fast Food, Pub Food"
streets of mumbai - indian street food & grill,80,Calgary,Indian
subs 'n such,93,Calgary,Fast Food
subs n more,93,Calgary,Mediterranean
subsnbubbles,88,Calgary,"Korean, Vietnamese"
subway - dnu,75,Calgary,Fast Food
subway 17th,80,Calgary,Fast Food
sucre patisserie and cafe,81,Calgary,French
sukhi da dhaba,75,Calgary,Indian
sumo grill japanese restaurant,75,Calgary,Japanese
sumo lounge,76,Calgary,Japanese
sun's bbq restaurant,91,Calgary,Chinese
sunpark cafe,80,Calgary,"Middle Eastern, Mediterranean"
sunshine vietnamese,82,Calgary,"Chinese, Vietnamese"
super pizza,80,Calgary,Indian
surahi restaurant,94,Calgary,Indian
surya,76,Calgary,Indian
surya rundlehorn restaurant and sweets,72,Calgary,Indian
sushi & co.,91,Calgary,"Japanese, Chinese"
sushi & kitchen,92,Calgary,"Thai, Japanese"
sushi 2 you,80,Calgary,Japanese
sushi ai,95,Calgary,Japanese
sushi bar zipang,86,Calgary,Japanese
sushi bbq inn,95,Calgary,Japanese
sushi bistro anzu,98,Calgary,Japanese
sushi boat,84,Calgary,Japanese
sushi center,82,Calgary,Japanese
sushi ichiban,80,Calgary,Japanese
sushi ichiban - just eat,75,Calgary,Japanese
sushi ichiban westbrook,97,Calgary,Japanese
sushi kawa japanese restaurant,82,Calgary,Japanese
sushi kimu,96,Calgary,Japanese
sushi mori japanese bistro,80,Calgary,Japanese
sushi party,77,Calgary,Japanese
sushi q,80,Calgary,Japanese
sushi shop,95,Calgary,Japanese
sushi sushi japanese restaurant,75,Calgary,Japanese
sushi ten,94,Calgary,Japanese
sushi toki,98,Calgary,Japanese
sushiin,87,Calgary,Japanese
swagat indian restaurant and sweets,80,Calgary,Indian
swans of inglewood,80,Calgary,Pub Food
swigs pub and grill,75,Calgary,Pub Food
swiss chalet master menu,80,Calgary,Italian
t.pot china bistro,77,Calgary,Chinese
tabu vietnamese fusion cuisine,80,Calgary,Vietnamese
taco del mar,73,Calgary,Mexican
taco time,94,Calgary,"Fast Food, Mexican"
taco time - dnu,74,Calgary,"Fast Food, Mexican"
tacos mexico,74,Calgary,Mexican
tahini's,82,Calgary,"Middle Eastern, Mediterranean"
tai pan dim sum,80,Calgary,Chinese
taichi asian cuisine,93,Calgary,Chinese
taiko canteen,75,Calgary,Korean
taiyo,86,Calgary,Japanese
taj mahal,100,Calgary,Indian
take it and go,75,Calgary,African
taketomi village chinese cuisine,82,Calgary,"Thai, Indian, Chinese"
takori,75,Calgary,Mexican
takoyami,88,Calgary,Japanese
takumi sushi,98,Calgary,Japanese
tam vietnamese submarine,75,Calgary,Vietnamese
tamarind,90,Calgary,"Fast Food, Indian"
tamarind - just eat,75,Calgary,"Fast Food, Indian"
tambayan at kainang filipino restaurant,97,Calgary,Filipino
tandoori grill,80,Calgary,Indian
tandoori kabab hut,95,Calgary,Indian
tandoori nights calgary,72,Calgary,Indian
tandoori paradise formerly s&m meats,80,Calgary,Indian
tandoori taj,93,Calgary,Indian
tandori indian cuisine,80,Calgary,Indian
tang dynasty restaurant,86,Calgary,Chinese
tang vietnamese subs & grill,97,Calgary,"Chinese, Vietnamese"
tango vietnamese & thai,82,Calgary,Vietnamese
tao vietnamese cuisine,80,Calgary,Vietnamese
tao's pizza & steakhouse,80,Calgary,Italian
taqueria el charrito,90,Calgary,Mexican
taqueria el chefe,70,Calgary,Mexican
taqueria luce,80,Calgary,Mexican
taste café,93,Calgary,Korean
taste of chennai,80,Calgary,Indian
taste of ginger,80,Calgary,"Thai, Vietnamese"
taste of himalayas,92,Calgary,Indian
taste of india,92,Calgary,Indian
taste of korea,100,Calgary,Korean
taste of thailand,96,Calgary,Thai
taste of thailand - just eat,75,Calgary,Thai
tasty halal store,72,Calgary,"Middle Eastern, Convenience"
tasty indian cuisine & banquet hall,72,Calgary,Indian
tastypoint,80,Calgary,"Fast Food, Chinese"
tavern 52,92,Calgary,Pub Food
tea zone,75,Calgary,Vietnamese
teaspoon,80,Calgary,Indian
teatro,82,Calgary,Italian
teff n greens,80,Calgary,Ethiopian
tekkotsu ya ramen,80,Calgary,Japanese
temple food store,92,Calgary,Convenience
temple shawarma,92,Calgary,Middle Eastern
tenshi sushi,82,Calgary,Japanese
tenth street landing,80,Calgary,Pub Food
termeh food and pastry,80,Calgary,"Middle Eastern, Mediterranean"
termeh mediterranean and persian,80,Calgary,"Middle Eastern, Mediterranean"
tg juice bar & breakfast,86,Calgary,African
thai bistro,82,Calgary,Thai
thai boat restaurant,97,Calgary,Thai
thai express,82,Calgary,"Fast Food, Thai"
thai fusion delight,80,Calgary,Thai
thai fusion delight  - just eat,75,Calgary,Indian
thai nongkhai restaurant,85,Calgary,Thai
thai tai,80,Calgary,"Thai, Vietnamese"
thai tai 303 centre,80,Calgary,"Thai, Vietnamese"
thai tai vietnamese sub & grill,94,Calgary,"Thai, Vietnamese"
thai thien sub,94,Calgary,Thai
thanh long noodle house,80,Calgary,"Fast Food, Vietnamese"
that's italian too,80,Calgary,Italian
the baron,80,Calgary,Pub Food
the ben & jerry's ice cream shop,80,Calgary,Convenience
the berwick public house,67,Calgary,Pub Food
the big cheese poutinerie,97,Calgary,"Fast Food, Pub Food"
the black bull pub,83,Calgary,Pub Food
the blind monk,80,Calgary,Pub Food
the block kitchen and lounge,75,Calgary,Italian
the blue house,82,Calgary,Italian
the burger's priest,94,Calgary,Pub Food
the canadian brewhouse,74,Calgary,Pub Food
the casbah restaurant,80,Calgary,"Middle Eastern, African"
the cat 'n fiddle pub,90,Calgary,Pub Food
the chai bar,78,Calgary,"Fast Food, Indian"
the cheesecake cafe,87,Calgary,Italian
the cheesecake factory bakery desserts by la diperie,75,Calgary,"Fast Food, French"
the chick pea,93,Calgary,"Fast Food, Middle Eastern"
the cholas,88,Calgary,Indian
the crown restaurant,72,Calgary,Indian
the curry leaf,80,Calgary,Indian
the curry leaf bar & restaurant,80,Calgary,"Indian, Chinese"
the dandelion cafe,75,Calgary,Indian
the den,88,Calgary,Korean
the derrick gin mill & kitchen,80,Calgary,Pub Food
the desert pita & grill,90,Calgary,"Middle Eastern, Mediterranean"
the donair place & mediterranean cuisine,91,Calgary,Middle Eastern
the dorset pub & eatery,80,Calgary,Pub Food
the flavour,75,Calgary,Fast Food
the george avenida,80,Calgary,Pub Food
the greek corner,96,Calgary,Fast Food
the hideout,93,Calgary,Pub Food
the hub cafe,76,Calgary,Convenience
the indian food,96,Calgary,"Fast Food, Indian"
the king and i thai,82,Calgary,Thai
the kitchens,75,Calgary,Pub Food
the lookout food and drink,80,Calgary,Pub Food
the mash,82,Calgary,Fast Food
the moose and poncho,82,Calgary,Mexican
the muster place,80,Calgary,"Pub Food, Italian"
the namaste india buffet & chaat house,76,Calgary,Indian
the one sushi,82,Calgary,Japanese
the placery at the hyatt place calgary airport,90,Calgary,Korean
the plate,80,Calgary,Korean
the plow western tap and grill,80,Calgary,Pub Food
the point public house,82,Calgary,"Fast Food, Pub Food"
the potion room,72,Calgary,Pub Food
the real canadian poutine,95,Calgary,Fast Food
the samosa factory,97,Calgary,Indian
the saucy bread company,80,Calgary,Fast Food
the spices,80,Calgary,Indian
the spicy jamakin,80,Calgary,Fast Food
the station pub + grill,84,Calgary,"Pub Food, Italian"
the street eatery,97,Calgary,Japanese
the submarine,93,Calgary,Vietnamese
the thirsty turtle,80,Calgary,Pub Food
the tommyfield gastro pub,89,Calgary,Pub Food
the trop,93,Calgary,Pub Food
the unicorn,86,Calgary,Fast Food
the village flatbread company,93,Calgary,"Fast Food, Pub Food"
the winkin' owl pub,80,Calgary,Pub Food
thorncliffe greenview restaurant and lounge,80,Calgary,Pub Food
three fortunes chinese restaurant,71,Calgary,"Chinese, Vietnamese"
thé moon tea house,80,Calgary,Japanese
tiger katsu and sushi,80,Calgary,Japanese
tikha masala,80,Calgary,Indian
tim hortons,83,Calgary,Fast Food
tin tin dim sum,90,Calgary,Japanese
tini vietnamese restaurant,91,Calgary,Vietnamese
tipperary's pub,89,Calgary,Pub Food
tipsy pig kitchen & bar,93,Calgary,"Pub Food, Italian"
tipsy pig pub,70,Calgary,Pub Food
tnk vietnamese restaurant,84,Calgary,Vietnamese
to go square,80,Calgary,"Fast Food, Korean"
to me sub,91,Calgary,Vietnamese
toa vietnamese cuisine,80,Calgary,Vietnamese
toad 'n' turtle pubhouse & grill,82,Calgary,Pub Food
tobe teppanyaki lounge,93,Calgary,"Japanese, Chinese"
tok-tok calgary,72,Calgary,"Fast Food, Korean"
tokachi japanese restaurant,91,Calgary,Japanese
tokaido ramen & sushi,97,Calgary,Japanese
tokyo station,98,Calgary,"Fast Food, Japanese"
tokyo street market,91,Calgary,Japanese
tomahawk kitchen + bar,72,Calgary,Pub Food
tony roma's,82,Calgary,Pub Food
top brass restaurant and lounge,91,Calgary,"Fast Food, Pub Food, Chinese"
top in town pizza,94,Calgary,Italian
toro bravo taqueria,73,Calgary,Mexican
toscana italian grill,85,Calgary,Italian
toto pizza,72,Calgary,Italian
towa sushi,83,Calgary,Japanese
towa sushi - just eat,75,Calgary,Japanese
trawler's seafood kitchen,91,Calgary,Pub Food
tre viet-vietnamese cuisine,80,Calgary,Vietnamese
tres carnes taqueria,80,Calgary,Mexican
tres marias food market,90,Calgary,Convenience
trio express,72,Calgary,"Middle Eastern, Pub Food, Mediterranean"
trio restaurant & cafe,72,Calgary,"Middle Eastern, Mediterranean"
triple o's,93,Calgary,Fast Food
trolley 5 brewpub,82,Calgary,"Fast Food, Pub Food"
tropical escape restaurant and sports bar,80,Calgary,Pub Food
tropicana pizza,81,Calgary,"Fast Food, Pub Food"
trullo trattoria,90,Calgary,Italian
truly good chinese food,92,Calgary,Chinese
trung nguyen v-n subs,93,Calgary,Vietnamese
trust convenience ltd.,80,Calgary,"Fast Food, Convenience"
tsujiri,93,Calgary,Japanese
tu taco,87,Calgary,Mexican
tu tierra,92,Calgary,Mexican
tu:go yyc,97,Calgary,"Korean, Japanese"
tubby dog,72,Calgary,"Fast Food, Pub Food"
tuk tuk thai,91,Calgary,Thai
tumey's subs and bubs,80,Calgary,"Indian, Vietnamese"
turca turkish food,72,Calgary,Middle Eastern
turca turkish food&market,93,Calgary,Mediterranean
turkish kebab house,93,Calgary,Mediterranean
turmeric indian restaurant,94,Calgary,Indian
tusks grill,93,Calgary,"African, Indian"
twe's sub,80,Calgary,Vietnamese
twisted element,80,Calgary,Pub Food
twisted rice bowls and chicken tenders,80,Calgary,Pub Food
two penny chinese,82,Calgary,Chinese
u & me,92,Calgary,"Thai, Japanese, Chinese"
umami burger,80,Calgary,Thai
umi sushi express,76,Calgary,Japanese
unimarket,80,Calgary,Mexican
union 26,80,Calgary,Pub Food
universe restaurant,67,Calgary,"Pub Food, Italian"
upper deck public house,80,Calgary,Pub Food
upper nile restaurant,80,Calgary,African
uptown pizza,88,Calgary,"Middle Eastern, Indian"
uptown sushi,80,Calgary,Japanese
urban st. donair,92,Calgary,Middle Eastern
utsav sweets and restaurant,93,Calgary,Indian
vagabond,80,Calgary,Chinese
van son,80,Calgary,"Fast Food, Vietnamese, Chinese"
van son vietnamese cuisine 16th avenue northwest,97,Calgary,Vietnamese
varsity pizza & subs,92,Calgary,Italian
vault17,75,Calgary,"Pub Food, African"
veg-in yyc,80,Calgary,Indian
vegan street taco bar,82,Calgary,Mexican
vegetarian delite bakery & pizza,80,Calgary,Indian
veggie king,80,Calgary,"Indian, Chinese"
vera's burger shack,92,Calgary,Mexican
vern's pizza,89,Calgary,Fast Food
vern's pizza millrise,100,Calgary,Italian
vero bistro moderne,82,Calgary,Italian
verona pizza,93,Calgary,"Pub Food, Italian"
via cibo - dnu,82,Calgary,Italian
vic's hong kong style bbq & cafe,76,Calgary,Japanese
vien dong deli,86,Calgary,Vietnamese
viet garden restaurant,96,Calgary,Vietnamese
viet hai,84,Calgary,Vietnamese
viet lounge,77,Calgary,Vietnamese
viet noodle bar,80,Calgary,Vietnamese
viet thai bistro,79,Calgary,"Thai, Vietnamese"
viet to go subs,100,Calgary,Vietnamese
viet west restaurant,100,Calgary,Vietnamese
vietnam fortune restaurant,91,Calgary,"Pub Food, Vietnamese"
vietnam palace grill & noodle house (creekside mall),96,Calgary,"Thai, Vietnamese"
vietnam palace grill & noodle house (marlborough mall),99,Calgary,"Thai, Vietnamese"
vietnam restaurant,80,Calgary,Vietnamese
vietnam sub & grill,96,Calgary,Vietnamese
vietnamese beef stew noodle house,98,Calgary,Vietnamese
vietnamese chop chop,100,Calgary,Vietnamese
vietnamese poutine made by thai tai,72,Calgary,Vietnamese
vietnamese subs & bubs,80,Calgary,"Fast Food, Vietnamese"
vietnamese village express ltd,75,Calgary,Vietnamese
villa firenze,74,Calgary,Italian
village pita bakery,80,Calgary,Mediterranean
villages pizza,88,Calgary,Italian
vin room mission,79,Calgary,Italian
visionary catering,80,Calgary,Fast Food
viva mexico,82,Calgary,"Latin American, Mexican"
vivaan's yummies,81,Calgary,"Fast Food, Indian"
waalflower kitchen & cocktails,80,Calgary,Italian
wakado ramen,100,Calgary,Japanese
wally's waffles,81,Calgary,Fast Food
wami ootoya japanese cuisine,98,Calgary,Japanese
warranski burger,76,Calgary,Pub Food
wasim's donair & pizza,93,Calgary,"Middle Eastern, Italian"
well bake,93,Calgary,"Middle Eastern, Mediterranean"
wendy's,87,Calgary,Fast Food
western chinese food restaurant,80,Calgary,Chinese
western sushi express,72,Calgary,Japanese
westwind shawarma,80,Calgary,"Middle Eastern, Mediterranean"
what the bowl,80,Calgary,Fast Food
what the poke,88,Calgary,Chinese
white elephant thai cuisine,91,Calgary,Thai
whitehorn 786 pizza,82,Calgary,Mediterranean
wholelifego,93,Calgary,Japanese
wicked wedge,80,Calgary,Pub Food
windsor pizza co.,72,Calgary,"Fast Food, Pub Food, Italian"
windsor rose,94,Calgary,Pub Food
windsor rose panorama hills,96,Calgary,Pub Food
winebar kensington,72,Calgary,Italian
wing's fine foods to go,81,Calgary,Chinese
wings & things,93,Calgary,Fast Food
wings & things by reef kitchens,93,Calgary,Fast Food
wings n tings,80,Calgary,Caribbean
winks convenience,74,Calgary,Convenience
winsport delivers,75,Calgary,Pub Food
winton chinese,84,Calgary,"Vietnamese, Chinese"
without papers pizza,86,Calgary,Italian
wok box,88,Calgary,"Japanese, Thai, Vietnamese, Fast Food, Chinese"
wok with dave,88,Calgary,Chinese
wonton express,72,Calgary,Chinese
woods well restaurant and sports bar,72,Calgary,Pub Food
woody's barbq,80,Calgary,Pub Food
woody's taphouse,77,Calgary,Pub Food
wow bao,93,Calgary,Chinese
wow chicken chinatown,99,Calgary,Chinese
wrap me up,87,Calgary,Mediterranean
wurst,90,Calgary,German
wurst uberkitchen wunderbar,86,Calgary,Pub Food
wycked deli,80,Calgary,Korean
xs lounge and grill at the radisson,72,Calgary,Indian
y93 sushi crave japanese cafe,96,Calgary,Japanese
yaad gaar,76,Calgary,"Fast Food, Indian"
yakuza sushi,80,Calgary,Japanese
yalla yalla,80,Calgary,"Fast Food, Mediterranean"
yamato sushi,80,Calgary,Japanese
yamazaki sushi kitchen,66,Calgary,Japanese
yellow box,80,Calgary,Italian
yellow box pizza,80,Calgary,Fast Food
yenny delights,93,Calgary,African
yifang taiwan fruit tea,100,Calgary,"Vietnamese, Chinese"
yim siam thai street food,96,Calgary,"Fast Food, Thai"
yogen fruz,93,Calgary,Fast Food
yogen früz,72,Calgary,Fast Food
yuga downtown,80,Calgary,Indian
yuga traditional indian kitchen and bar,80,Calgary,Indian
yuga westspring,80,Calgary,Indian
yum yum bbq chicken,100,Calgary,Korean
yum yum restaurant,80,Calgary,Chinese
yume sushi,87,Calgary,Japanese
yummy cafe,93,Calgary,Korean
yummy one chinese restaurant,70,Calgary,Chinese
yummy yummy restaurant,86,Calgary,Chinese
yyc hakka junction,80,Calgary,Indian
yyc pasta bar,90,Calgary,Italian
yyc perogies and rice bowls,80,Calgary,Mexican
zaafran lounge & grill,72,Calgary,"Middle Eastern, Indian"
zab der authentic thai and sushi,90,Calgary,Thai
zaika biryani house,82,Calgary,"Middle Eastern, Indian"
zaika the indian delicacy,95,Calgary,Indian
zaitunay wraps,80,Calgary,Fast Food
zam zam catering inc.,75,Calgary,Indian
zaman middle eastern cuisine,75,Calgary,Middle Eastern
zayna kilimanjaro & vietnamese cuisine & grill,80,Calgary,Vietnamese
zcrew cafe,69,Calgary,Korean
zen 8 grill,80,Calgary,"Japanese, Chinese"
zimidara restaurant,67,Calgary,Indian
